"","firstname","surname","party","Eutanasia.pitäisi.sallia.","Haluaisin.että.alueeni.terveyspalveluiden.tuottaja.on.mieluummin.julkinen.kuin.yksityinen.","Homo..ja.lesbopareilla.pitää.olla.samat.avioliitto..ja.adoptio.oikeudet.kuin.heteropareilla.","Hyvä.veli..verkostot.ohjaavat.kuntien.päätöksentekoa.","Jos.kansalaisen.terveysongelmien.voidaan.katsoa.johtua.omista.elintavoista..hänen.pitäisi.osallistua.hoidon.kustannuksiin.","Jos.tulee.eteen.tilanne..jossa.on.välttämätöntä.joko.leikata.julkisia.palveluita.ja.sosiaalietuuksia.tai.korottaa.veroja..veronkorotukset.ovat.parempi.vaihtoehto.","Jos.valtio.tarjoaa.turvapaikanhakijoiden.vastaanottokeskuksen.perustamista.kotikuntaani..tarjous.pitää.hyväksyä.","Julkisia.palveluita.pitäisi.ulkoistaa.nykyistä.enemmän.kunnilta.yrityksille.","Julkisia.palveluita.tulisi.ulkoistaa.entistä.enemmän.yksityisten.yritysten.tuotettavaksi.","Julkisten.terveyspalvelujen.asiakasmaksut.tulisi.poistaa.kokonaan.","Kaikessa.päätöksenteossa.pitäisi.arvioida.vaikutukset.ympäristöön.ja.tarvittaessa.luopua.ympäristölle.haitallisista.hankkeista.","Kannatan.kotikuntani.liittämistä.isompaan.kuntaan.tai.kuntien.yhdistymistä.kotikuntani.kanssa.","Kasvisruoan.määrää.pitäisi.lisätä.kouluissa.ja.liharuuan.vähentää.","Kerjääminen.kaduilla.pitäisi.kieltää.lailla.","Kirjastojen.kirjoista.pitäisi.maksaa.lainausmaksua.kunnan.taloustilanteen.helpottamiseksi.","Kirjastojen.pitäisi.keskittyä.kirjoihin..eikä.laajentua.enempää.tavaroiden.lainaamiseen.tai.muille.vastaaville.uusille.alueille","Koko.Suomi.on.syytä.pitää.asuttuna..vaikka.se.tietäisikin.veronmaksajille.kustannuksia.","Koko.Suomi.tulisi.pitää.asuttuna..vaikka.se.kävisikin.kalliiksi.veronmaksajille.","Kotikunnassani.pitäisi.olla.maksuton.julkinen.liikenne..vaikka.se.nostaisi.veroäyriä.","Kotikuntani.pitäisi.ottaa.aktiivisesti.vastaan.kotoutettavia.turvapaikanhakijoita.","Kouluissa.kohdellaan.koululaisia.liian.lepsusti..Tiukempi.kuri.tekisi.kouluista.parempia.","Koulujen.liikuntatuntien.pitäisi.olla.tytöille.ja.pojille.yhteiset.","Koululuokat.pitäisi.jakaa.oppilaiden.lahjakkuuden.perusteella.tasoryhmiin.","Koululuokissa.tulisi.olla.ylärajat.maahanmuuttajalasten.osuudelle.","Kulttuuripalveluista..museot..teatterit..orkesterit..voidaan.säästää.leikkaamalla.","Kunnassani.on.tärkeämpää.huolehtia.yksityisautoilun.edellytyksistä.kuin.joukkoliikenteestä.","Kuntalaisten.valitusoikeutta.kaavoituskysymyksissä.tulee.rajoittaa.","Kuntani.nykyinen.kouluverkko.tulee.säilyttää.sellaisenaan..vaikka.se.aiheuttaisi.kustannuksia.kuntalaisille.","Kuntani.pitäisi.luopua.vaatimuksesta.rakentaa.autopaikkoja.uusien.asuntojen.yhteyteen.","Kuntani.pitäisi.rohkeammin.käyttää.maiden.pakkolunastuksia.kaavoituksen.vauhdittamiseksi.","Kuntani.pitäisi.tukea.rahallisesti.lasten.hoitamista.kotona.nykyistä.enemmän.","Kuntani.pitää.auttaa.ihmisiä..vaikka.he.oleskelisivat.Suomessa.laittomasti.","Kuntani.pitää.taata.kokopäiväinen.päivähoitopaikka.kaikille.alle.3.vuotiaille..vaikka.näiden.vanhemmista.toinen.olisikin.kotona.","Kuntien.virkoja.täytettäessä.pitäisi.olla.sukupuolikiintiöt.","Lasten.päivähoidon.hinta.pitäisi.suhteuttaa.nykyistä.vahvemmin.vanhempien.tuloihin.","Maahanmuuttajataustaisten.lasten.osuudella.koululuokassa.pitäisi.olla.yläraja.","Monikulttuurisuus.on.kunnalle.hyvä.asia.","Nykyisen.kaltaiset.palvelut.ja.sosiaalietuudet.ovat.pitemmän.päälle.liian.raskaita.julkiselle.taloudelle.","On.parempi..että.kunta.nostaa.veroäyriä.kuin.että.se.leikkaa.palveluistaan.","Oppilaiden.kännykät.pitäisi.jättää.oppitunnin.ajaksi.luokkahuoneen.ulkopuolelle.","Perinteiset.arvot...kuten.koti..uskonto.ja.isänmaa...muodostavat.hyvän.arvopohjan.politiikalle.","Pyörätiet.ja.jalkakäytävät.pitäisi.puhdistaa.lumesta.ja.hiekoittaa.ennen.autoteitä.","Pääomatuloista.pitäisi.maksaa.veroa.kotikuntaan.siinä.missä.ansiotuloistakin.","Rikkaiden.asuinalueilla.ei.tarvita.yhtä.hyviä.julkisia.palveluita.kuin.vähävaraisilla.","Suomalaisten.auttaminen.pitäisi.olla.etusijalla.ulkomaalaisiin.verrattuna.","Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Talouskasvu.ja.työpaikkojen.luominen.tulisi.asettaa.ympäristöasioiden.edelle..silloin.kun.nämä.kaksi.ovat.keskenään.ristiriidassa.","Tuloerojen.kasvusta.on.haittaa.yhteiskunnalle.","Vanhempien.oikeutta.valita.lastensa.koulu.tulisi.rajoittaa."
"8268","Petra","Malin","vas",5,5,5,4,1,5,5,1,1,5,5,1,5,1,1,2,4,4,4,5,1,4,2,1,1,1,2,5,4,2,2,5,5,4,1,1,5,2,5,2,1,3,5,2,1,1,1,5,2
"8279","Petri","Bäckman","ps",5,5,1.5,3,2,4,1,1,1,4,4,4,1,5,2,3,4,4,2,1,4,1,2,5,2,2,2,5,2,1,4,1,4,2,4,5,2,4,4,5,5,2,4,1,5,2,2,4,2
"8292","petri","ijäs","sdp",5,5,4.5,4,1,4,3,1,1,5,4,5,2,4,1,2,2,2,4,2,4,3,2,2,2,2,1,5,1,4,5,4,5,2,4,2,4,2,4,5,2,2,2,2,3,2,2,4,2
"8359","Petri","Roininen","kok",3,1,2.5,1,4,1,2,5,5,5,2,5,3,3,4,2,1,1,2,3,4,2,2,2,1,4,5,2,5,1,5,1,5,1,1,2,5,1,1,4,4,1,4,5,2,5,4,1,1
"8372","Petri","Stålfors","kd",1,2,1,2,2,4,2,4,4,2,4,1,4,4,4,2,4,4,2,2,4,1,2,2,4,2,2,4,2,2,4,2,2,1,4,2,4,2,4,4,5,3,4,1,2,3,4,4,1
"8384","Petri","Viglione","vihr",3,2,5,2,1,4,5,4,4,4,5,4,5,1,1,2,2,2,5,5,2,5,1,1,1,1,4,5,5,4,4,4,5,4,3,1,5,2,4,5,1,2,5,1,1,2,1,2,2
"8390","Petrus","Pennanen","pir",4,4,5,4,2,3,4,3,3,4,4,5,4,1,1,1,1,1,2,5,3,3,4,1,1,2,3,3,5,3,3,4,2,1,3,1,4,2,3,3,3,3,4,1,2,4,2,2,1
"8393","Petteri","Auvinen","sdp",4,5,5,4,2,4,4,1,2,4,4,4,2,4,1,2,2,2,4,4,2,2,2,2,2,2,4,5,2,4,5,4,5,4,2,2,4,2,4,4,4,4,4,2,2,2,4,5,2
"8403","Petteri","Leino","ps",3,2,1,4,4,2,1,2,2,2,2,1,1,4,1,4,5,5,1,1,5,1,2,5,2,2,4,4,2,1,2,1,1,1,2,5,1,4,2,5,5,2,1,1,5,2,4,5,2
"8420","Pia","Honkanen","skp",3,5,5,3,1,5,4,1,1,5,5,1,5,4,1,2,4,4,5,5,2,2,1,2,1,1,1,5,2,1,4,5,2,1,2,2,5,1,5,2,2,2,4,1,1,1,2,5,1
"8428","Pia","Kopra","ps",2,2,1,5,2,2,1,4,2,2,2,4,1,5,4,5,2,2,2,1,4,2,2,5,4,2,2,2,2,2,2,1,1,2,2,5,1,4,2,5,5,2,4,2,5,4,4,2,2
"8431","Pia","Lampola","sdp",3,4,5,3,3,4,4,2,2,2,4,2,4,3,2,1,4,4,2,4,2,4,2,2,2,1,4,4,4,3,3,4,5,3,4,2,5,4,4,4,4,4,4,2,3,2,3,3,2
"8438","Pia","Pakarinen","kok",4,1,5,2,1,2,4,5,5,2,5,5,4,4,1,2,2,2,1,4,4,2,2,1,2,2,4,2,4,1,2,3,2,2,2,1,4,4,2,3,4,2,1,2,3,4,4,2,1
"8443","Pia","Rouhiainen","vas",4,4,4,4,2,4,4,2,2,4,5,2,4,3,2,4,4,4,4,4,2,4,2,2,3,2,2,5,4,2,4,4,2,2,4,2,4,4,4,2,4,2,4,2,2,2,2,4,2
"8492","Pilvi","Torsti","sdp",4,4,5,1,1,4,5,1,1,5,5,4,4,1,1,1,2,2,2,5,3,4,1,2,1,1,2,2,4,2,1,5,5,2,3,2,5,1,4,2,1,2,4,1,3,1,2,5,5
"8499","Pipsa","Grön","pir",5,2,5,4,1,3,5,5,4,2,4,2,2,2,1,1,4,4,4,4,1,2,4,2,2,2,1,4,5,1,3,5,4,1,4,2,5,5,3,1,1,2,2,1,1,4,2,4,1
"8507","Pirjo Liisa","Kangasniemi","kok",5,1,2,1,1,1,5,5,4,5,2,5,1,5,1,5,1,1,1,5,4,5,1,5,1,2,5,1,1,4,5,2,2,1,5,5,5,5,1,5,5,1,5,1,4,5,4,1,1
"8518","Pirjo","Kivistö","sdp",5,5,5,1,1,5,5,1,1,5,5,5,4,3,1,2,1,1,1,5,3,5,4,1,1,1,5,4,4,5,1,5,5,1,1,1,5,1,5,5,1,2,5,3,1,1,4,5,4
"8568","Pirkko","Telaranta","vihr",5,5,4,4,2,4,5,2,2,4,5,1,4,5,1,2,4,4,2,4,2,2,4,4,2,1,2,4,4,2,2,4,4,2,4,3,5,2,4,5,4,4,5,1,2,4,2,5,4
"8573","Polina","Kopylova","vihr",3,4,5,4,2,4,5,2,2,3,5,3,4,2,1,1,2,2,2,4,4,5,1,1,2,1,1,2,4,2,3,4,4,2,2,1,5,2,4,4,1,3,5,1,2,1,1,5,2
"8604","Päivi","Kiili-Laakko","kok",3,2,5,4,2,4,5,4,4,2,4,2,5,4,1,2,2,2,2,4,3,2,4,1,2,2,2,4,3,2,2,4,1,1,4,1,4,4,4,1,4,2,1,1,2,2,4,2,1
"8630","Päivi","Meros","vihr",5,3,5,2,2,2,5,2,2,4,4,2,4,4,1,2,2,2,2,4,2,3,4,2,2,2,2,2,4,2,2,4,5,1,2,2,4,2,2,2,4,3,2,2,2,2,2,5,2
"8662","Päivi","Seila","sdp",5,5,5,2,1,4,5,1,1,1,5,5,3,5,1,1,4,5,1,5,3,5,1,4,1,2,1,5,2,2,4,4,2,4,2,2,5,2,4,5,1,4,5,1,2,2,2,4,4
"8679","Päivikki","Ahonen","rkp",1,4,1,4,1,1,4,2,2,2,5,1,2,2,4,5,4,4,2,2,5,2,2,3,4,4,1,4,1,1,1,1,2,4,4,3,2,5,1,5,5,2,1,1,4,2,2,4,1
"8684","Rabbe","Sandelin","rkp",1,3,5,3,1,2,5,4,4,2,5,1,3,1,1,1,5,5,1,5,2,4,1,3,3,3,1,4,2,2,4,4,4,4,1,3,5,3,2,4,1,4,3,1,3,4,1,5,1
"8686","Ragnar","Freij-Hollanti","rkp",4,3,5,3,2,4,5,3,2,2,4,2,5,1,1,4,2,2,2,5,2,5,2,1,2,1,4,5,5,2,1,4,4,2,4,1,5,2,4,4,1,4,2,2,1,4,1,2,2
"8732","Raili","Sorsa-Koskinen","kd",1,3,1,4,4,2,3,4,4,2,4,2,4,4,2,1,3,4,2,2,1,1,2,4,4,1,1,3,4,2,2,4,1,2,2,4,4,4,4,4,4,3,2,2,4,4,2,5,2
"8752","Raimo","Mattsson","ps",3,2,2,4,1,2,1,2,2,1,4,5,2,4,4,1,5,4,2,1,4,2,2,4,1,4,2,3,1,2,4,1,1,1,5,5,2,4,4,4,5,4,4,1,5,5,4,4,1
"8771","Raine","Luomanen","kok",5,2,5,2,4,1,4,4,4,1,4,2,2,4,2,1,1,1,2,4,4,2,2,4,2,2,4,5,5,1,2,4,2,2,4,4,4,4,1,5,2,4,2,1,4,5,2,2,2
"8816","Raoul","Plommer","pir",5,5,5,5,4,4,5,1,1,4,5,1,5,1,1,1,2,1,5,5,2,2,4,1,3,1,3,4,5,2,4,5,4,2,2,1,5,1,4,1,1,3,5,2,2,4,1,5,2
"8817","Raphaël","Tsanga","sdp",1,4,1,4,2,4,5,2,2,5,4,2,2,5,2,2,4,2,5,4,2,5,4,1,2,2,1,5,1,4,4,4,2,1,4,1,5,4,2,5,4,4,5,2,1,4,2,2,2
"8861","Reetta","Angelvo-Riipinen","ps",1,2,1,4,1,2,1,3,3,2,4,4,2,2,1,4,2,2,2,1,4,1,2,4,4,2,1,4,4,1,3,1,2,2,3,5,2,4,2,5,5,1,3,2,5,4,3,2,1
"8868","Reetta","Vanhanen","vihr",2,5,5,2,1,5,5,2,2,4,5,5,5,1,1,1,2,2,2,5,1,5,1,2,2,1,2,2,5,1,1,5,5,1,2,2,5,1,5,2,1,2,4,1,2,2,2,5,1
"8872","Reija","Vainionpää","vihr",5,5,5,2,2,4,5,1,1,5,5,5,5,1,1,4,2,2,2,5,2,5,1,1,1,1,2,4,5,2,2,5,5,2,4,1,4,2,4,2,1,4,5,2,2,1,1,5,1
"8891","Reijo","Rinne","skp",5,5,5,5,2,5,5,1,1,5,5,1,5,1,1,2,4,4,5,5,2,2,1,4,1,1,1,4,5,4,2,5,5,4,2,4,5,1,5,5,1,2,5,1,1,1,1,5,5
"8895","Reijo","Vuorento","sdp",4,5,3,2,2,4,2,1,1,4,2,1,4,4,1,1,4,4,2,2,5,1,2,4,1,2,5,2,2,2,4,2,5,2,1,4,4,2,4,5,4,2,5,2,4,1,5,5,4
"8910","René","Hursti","vas",3,5,5,4,1,5,5,1,1,5,4,1,3,1,1,1,3,3,1,3,2,3,4,2,1,1,1,5,2,3,5,4,1,2,5,2,5,4,5,4,5,1,5,3,5,1,5,5,4
"8913","Richard","Andersson","pir",5,5,5,4,3,4,3,1,1,5,5,1,5,4,1,2,4,4,5,3,4,2,2,3,2,2,2,4,4,2,4,2,2,4,5,3,4,4,4,4,2,2,4,4,4,2,4,5,1
"8919","Riikka","Aurava","vas",5,5,5,3,2,5,5,1,1,5,5,4,5,1,1,2,1,1,2,4,1,5,2,2,2,1,2,4,4,2,2,5,5,3,2,2,5,1,5,1,2,3,4,1,1,1,1,5,1
"8952","Riikka","Suominen","vihr",4,4,5,4,2,4,5,2,2,4,5,4,5,1,1,1,2,1,1,5,2,4,2,2,3,1,2,2,5,2,1,5,5,4,4,2,5,2,4,2,2,4,3,2,2,2,1,4,1
"8964","Riina","Kasurinen","kok",4,2,5,3,2,2,4,4,4,2,5,5,4,4,1,1,2,2,2,4,2,4,4,4,4,2,4,4,4,4,1,4,4,2,2,4,4,5,2,2,3,2,2,2,2,4,2,2,4
"8967","Riina","Länsikallio","kesk",5,1,5,4,4,2,5,2,2,2,4,1,2,5,1,4,3,3,4,4,4,2,4,1,1,1,4,1,1,2,1,2,2,1,1,1,5,4,1,1,4,2,5,1,2,3,4,2,4
"8987","Riitta","Korhonen","kesk",4,4,5,4,1,4,5,1,2,4,5,4,5,1,2,1,5,5,2,5,2,5,2,1,1,1,1,2,4,1,2,4,2,4,5,1,4,4,5,4,3,4,5,4,2,4,1,4,1
"9007","Riitta","Puolatie","vas",2,4,4,3,2,4,4,2,2,5,4,2,2,2,1,2,2,2,5,4,2,2,1,4,2,2,1,4,4,2,4,4,4,2,5,4,5,2,4,3,2,3,4,2,2,2,2,5,2
"9030","Riku","Eskelinen","kesk",1,5,3,5,2,5,5,1,2,5,5,3,5,1,1,2,4,4,2,5,1,4,5,4,1,1,2,4,5,1,4,5,4,4,5,4,5,2,5,2,4,5,2,2,1,1,1,5,2
"9044","riku","vainio","sdp",4,5,4,5,4,4,2,2,1,1,4,1,4,5,1,4,4,4,1,3,4,4,5,3,4,3,5,4,4,4,3,1,1,1,3,3,3,2,4,4,5,1,5,1,5,2,1,2,1
"9072","Risto","Kolanen","sdp",4,5,5,2,1,5,5,1,1,5,5,2,2,1,1,2,2,2,4,4,2,4,1,2,1,1,2,5,4,5,2,2,4,4,1,2,5,1,5,4,4,2,4,2,2,1,2,5,2
"9098","Risto","Rautava","kok",5,2,5,1,4,2,4,4,4,1,4,5,2,5,1,1,2,2,1,4,4,3,4,2,2,2,5,2,2,1,4,2,4,1,2,2,4,4,2,2,4,2,2,1,4,4,2,2,2
"9150","Roby","Mountrakis","sdp",5,5,5,3,3,5,5,1,1,5,5,4,4,3,1,1,1,1,4,4,1,5,1,4,2,1,1,5,5,4,1,5,5,4,1,4,5,1,5,4,4,3,5,1,4,1,1,5,2
"9176","Runa","Ismark","rkp",3,4,5,3,2,4,5,2,2,1,4,4,2,1,1,2,2,2,2,5,2,5,2,4,2,2,2,4,4,2,2,5,5,4,2,4,5,2,4,4,3,4,3,2,2,4,2,4,4
"9205","Saara","Ruokonen","kd",1,5,1,4,1,5,4,1,1,4,5,1,2,4,1,1,4,4,1,4,4,1,1,2,2,2,4,4,4,4,4,4,2,1,2,2,4,1,5,5,5,4,3,1,1,4,2,4,2
"9217","Saija","Höykinpuro","kesk",4,2,5,4,2,4,2,4,4,2,4,4,4,5,1,4,4,4,4,2,5,4,2,2,2,2,4,4,2,4,4,2,2,2,3,2,4,4,4,5,4,3,4,2,4,2,4,4,2
"9243","Sakari","Männikkö","ps",2,4,1,4,4,4,4,2,2,4,4,1,1,5,1,4,3,3,1,1,4,1,4,2,2,2,2,2,1,1,1,1,4,1,2,3,1,4,4,4,2,1,3,1,5,2,5,2,3
"9244","Sakari","Oka","kok",1,1,1,1,1,1,1,5,5,1,5,1,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,5,5,1,1,1,5,5,1,1,1
"9249","Sakari","Romunen","kd",4,4,1.5,1,2,5,4,2,2,4,4,1,4,4,1,5,5,4,2,2,5,2,2,5,2,2,2,4,1,4,4,1,2,1,4,5,2,1,5,4,5,2,4,2,4,2,2,5,2
"9256","Sakari","Tuomisto","kesk",4,5,5,2,1,4,5,2,1,2,5,1,2,4,1,2,1,1,1,4,4,2,1,2,4,1,2,4,5,2,4,4,2,4,2,2,5,4,4,2,4,1,1,1,2,2,1,5,4
"9257","Saku","Etholén","vas",5,5,5,4,1,5,5,1,1,5,5,4,5,1,1,2,2,2,5,5,2,5,2,2,2,1,2,4,5,2,4,4,5,4,2,2,5,1,5,3,1,4,3,2,1,1,1,5,2
"9283","Sameli","Sivonen","vihr",5,5,5,2,1,5,5,2,2,5,5,4,5,1,1,1,1,1,4,5,2,5,1,1,1,1,1,2,5,2,1,5,5,4,4,1,5,2,5,1,2,5,4,1,1,1,1,5,4
"9284","Sami (Frank)","Muttilainen","vas",5,5,5,5,1,4,5,1,1,5,5,5,5,1,1,1,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,5,1,5,5,1,5,5,1,1,1,1,5,1
"9287","Sami","Ahonen","ps",1,4,3,3,5,2,2,4,4,1,2,1,4,5,5,2,5,5,1,3,4,2,4,2,3,3,2,5,4,4,4,2,2,1,5,1,3,2,2,2,5,1,5,1,4,4,4,2,2
"9293","Sami","Helle","kesk",4,4,5,4,1,4,1,2,1,2,5,2,4,4,1,4,2,2,2,5,1,5,1,5,2,1,4,2,4,1,3,1,3,4,5,5,5,4,4,5,5,2,4,4,3,1,1,5,1
"9335","Sami","Mattila","pir",5,4,5,4,1,4,5,2,2,2,5,2,5,1,1,1,1,1,2,5,1,5,1,1,1,1,1,1,5,2,2,5,5,1,2,2,5,1,2,1,1,4,2,1,1,2,1,5,1
"9342","Sami","Ojala","kok",5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,1,1,5,5,1,5,1,1,1,5,1,5,5,5,5,1,1,5,1,5,5,1,1,5,5,5,5,5,5,1,1,1
"9362","Sami","Ruhanen","kd",3,5,3.5,5,1,5,1,2,2,4,4,1,4,5,1,4,5,4,4,4,4,4,4,1,4,2,4,2,2,2,4,1,2,1,5,1,5,1,5,5,5,1,3,1,3,1,3,5,3
"9396","Samia","Hagi Muse","sdp",1,5,1,3,2,5,5,4,3,4,5,4,5,5,2,4,4,4,2,5,5,2,1,1,2,2,1,5,1,4,5,2,5,5,1,1,5,2,5,4,5,5,5,4,1,2,4,5,1
"9400","Sampo","Terho","ps",3,3,2,3,4,2,1,2,2,2,4,2,2,4,2,2,4,4,2,1,4,1,2,2,2,2,2,4,2,2,4,1,2,1,2,2,2,2,2,4,5,4,2,2,5,2,2,4,2
"9409","Samu","Ihalainen","kok",5,2,5,2,4,2,5,5,4,2,4,5,4,2,2,2,2,2,5,5,1,4,4,2,4,1,4,5,4,2,2,4,4,1,1,2,5,1,2,1,1,1,5,1,2,5,1,2,2
"9416","Samuel","Drake","vas",5,5,5,4,1,5,5,1,1,5,5,3,5,1,1,1,2,2,4,5,2,5,1,4,1,1,1,4,4,4,4,5,5,5,3,4,5,1,5,2,1,2,5,1,1,1,1,5,2
"9417","Samuel","Jokela","sdp",5,4,5,3,1,5,5,2,2,5,4,4,4,1,1,2,4,4,4,5,1,4,1,1,2,2,1,4,4,2,4,5,5,3,1,1,5,2,5,2,1,5,5,2,1,2,2,5,4
"9435","Samuli","Nissilä","kesk",2,4,4,2,1,4,4,2,2,2,5,2,5,1,1,2,4,4,2,4,2,3,2,1,2,1,2,2,4,2,2,4,2,1,4,1,4,2,4,3,4,3,3,2,2,1,1,5,4
"9442","Samuli","Sinisalo","sdp",4,5,5,3,4,5,5,1,1,4,4,5,4,2,1,1,2,2,5,5,4,2,2,4,1,2,2,1,4,4,2,5,4,2,5,4,5,1,5,2,4,3,2,1,2,4,2,5,4
"9445","Samuli","Virtanen","ps",1,3,1,3,5,2,2,4,4,1,2,2,1,5,2,4,5,5,1,1,5,4,2,5,4,2,4,5,5,2,4,2,2,1,5,5,3,5,1,5,5,2,4,1,5,2,4,4,1
"9448","Sandra","Hagman","vas",4,5,5,4,1,4,5,1,1,5,5,2,5,1,1,4,3,3,4,5,2,5,2,2,1,1,2,5,5,2,1,5,5,2,2,2,5,2,4,4,2,3,3,2,2,4,1,4,2
"9464","Sanna","Henriksson","ps",3,5,3,4,1,4,1,1,1,4,5,2,4,5,1,4,5,5,4,2,5,4,1,5,2,2,2,4,1,2,4,2,4,1,4,5,4,2,4,5,4,3,1,1,5,1,2,5,2
"9491","Sanna","Lehtinen","kesk",4,4,5,3,2,4,5,4,4,2,4,2,4,2,2,2,4,4,2,5,4,3,4,3,2,1,5,4,4,1,2,5,2,2,2,2,5,2,4,4,4,2,4,2,2,4,2,4,2
"9512","Sanna","Rauhansalo","kesk",5,2,4,2,4,4,5,4,4,1,2,2,4,4,1,2,2,2,1,4,4,2,4,4,4,2,4,2,1,2,2,4,2,2,4,4,5,5,2,2,4,2,3,4,4,4,4,2,2
"9513","Sanna","Ruusunen","vas",5,4,4,2,4,4,5,1,1,4,4,4,4,2,1,2,4,4,4,4,4,4,2,1,1,2,2,4,2,2,4,4,4,2,5,1,5,1,4,4,4,2,4,1,2,1,4,4,2
"9525","Sanna","Vesikansa","vihr",3,4,5,4,2,4,5,2,2,4,5,2,5,1,1,1,2,2,4,5,1,4,4,1,1,1,2,4,5,1,2,5,5,2,4,1,5,4,4,2,1,4,4,2,1,2,1,5,2
"9532","Sanna-Mari","Oranen","sdp",3,3,4,3,2,4,3,2,2,2,4,2,2,4,1,1,2,2,4,3,2,2,2,2,2,2,3,4,4,2,4,4,2,2,4,4,4,4,4,2,2,2,4,2,2,3,2,3,2
"9534","Sanna-Maria","Pakkanen","kok",5,2,5,2,2,2,2,4,4,2,5,1,4,4,1,1,4,4,4,4,1,3,2,2,4,2,1,4,4,2,2,4,4,2,4,2,5,2,2,1,4,4,2,1,4,2,2,4,1
"9547","Santeri","Lampi","kesk",3,4,5,4,2,2,4,4,4,1,4,2,4,2,1,1,2,4,2,4,4,5,2,1,2,2,2,5,4,4,1,2,2,4,2,2,5,4,4,2,4,3,2,2,4,2,2,4,2
"9557","Sara","Henriksson","rkp",5,1,5,3,4,1,5,5,5,1,4,4,5,2,4,1,2,2,4,5,3,2,2,1,2,1,4,2,1,3,2,4,4,2,4,1,5,5,1,4,1,2,1,2,2,4,4,4,1
"9562","Sara","Paavolainen","sdp",4,4,5,1,1,4,5,1,1,5,4,2,2,1,1,2,2,2,4,4,2,5,1,1,1,2,2,1,2,1,1,5,2,2,2,1,5,1,4,1,1,2,1,1,1,2,2,4,4
"9605","Sari","Kumin","kd",2,5,5,4,2,2,4,2,2,1,5,2,2,2,1,2,4,4,1,2,5,4,2,4,4,1,1,4,2,2,4,2,1,2,1,4,4,4,2,1,5,2,4,1,4,2,4,4,1
"9611","Sari","Leino","kok",2,2,4,3,2,2,4,4,4,2,5,4,2,2,2,2,2,2,2,4,2,4,3,3,2,2,2,2,2,2,2,4,2,4,2,4,5,2,2,1,4,4,4,1,4,2,1,4,1
"9628","Sari","Näre","vihr",5,5,5,4,1,5,5,1,1,5,5,3,4,1,1,4,2,2,3,5,1,3,2,2,1,1,1,5,5,3,4,5,4,3,2,2,5,1,5,3,1,5,5,1,1,1,1,5,3
"9636","Sari","Piilola","ps",5,4,5,2,2,4,2,2,2,2,4,2,4,4,2,2,4,4,2,2,5,4,4,3,2,1,2,4,2,2,4,2,2,2,2,3,4,4,4,4,4,4,4,2,4,2,4,5,2
"9679","Sari-Marja","Piiroinen","kesk",4,4,4,2,2,2,4,2,2,2,4,2,2,2,2,4,4,4,2,4,2,2,1,1,1,2,4,4,4,2,4,4,2,2,2,1,5,5,2,2,4,2,4,1,2,2,4,4,2
"9688","Satu","Falk","vihr",5,4,5,3,4,5,5,4,4,1,5,1,5,4,2,2,4,4,4,5,4,4,4,4,1,1,1,5,1,2,5,4,5,1,5,4,5,1,5,5,5,2,5,1,4,5,1,5,1
"9702","Satu","Immonen","pir",5,4,5,5,1,5,5,1,1,5,4,3,5,1,1,1,1,1,5,5,1,4,4,2,1,1,1,2,5,2,5,5,2,1,5,2,5,1,5,1,1,1,5,1,1,4,1,5,2
"9706","Satu","Kemppainen","vihr",3,4,5,4,1,4,5,3,3,5,5,3,5,3,1,2,4,2,5,4,4,5,1,4,1,2,1,4,5,2,1,4,5,4,4,4,4,4,4,5,1,2,2,1,2,4,1,2,4
"9737","Satu","Rytkönen","pir",4,4,5,2,2,5,5,2,2,2,5,3,4,2,1,1,5,5,4,5,2,4,1,1,1,1,2,4,4,2,4,4,4,1,5,1,5,2,4,5,4,1,2,1,1,2,4,4,1
"9740","Satu","Silvo","vihr",3,3,5,3,1,2,5,3,3,5,5,5,5,1,1,2,2,2,2,5,2,3,2,1,1,1,1,2,4,2,2,5,4,2,2,1,5,1,2,2,2,2,5,1,1,3,1,4,4
"9749","Satu","Vartiainen","vihr",4,5,5,3,4,4,5,2,2,2,5,3,5,2,1,1,2,2,2,5,2,4,1,1,2,1,2,5,5,4,1,4,4,2,2,2,5,2,4,4,2,3,3,2,1,2,1,4,4
"9767","Sebastian","Franckenhaeuser","kok",5,2,4,4,1,2,1,3,3,2,5,3,1,5,2,4,4,4,1,1,4,1,1,2,2,3,4,4,1,4,1,1,1,1,2,2,4,4,2,4,5,2,1,1,5,4,1,2,2
"9781","Seija","Muurinen","kok",3,3,2,2,3,2,2,3,3,2,2,4,2,5,1,5,2,3,2,2,3,3,2,4,2,2,4,3,2,2,2,2,2,1,2,4,3,2,2,3,4,2,3,2,4,3,3,3,2
"9795","Selma","Mäkitalo","ps",5,4,5,5,3,2,1,2,3,4,1,4,2,5,1,5,5,5,2,1,4,4,4,4,1,2,3,3,3,3,5,1,1,1,3,4,1,4,2,4,5,4,1,1,5,1,5,3,2
